,cause,effect,start,end,duration
10010,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,28425,28425,1
10011,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,28426,28426,1
10012,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,28427,28427,1
10013,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,28428,28430,3
10014,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,28431,28436,6
10015,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,28437,28438,2
10016,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,28439,28442,4
10017,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_0",PM10_2,28443,28443,1
10018,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,28444,28445,2
10019,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,28446,28446,1
10020,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,28447,28453,7
10021,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,28454,28455,2
10022,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,28456,28457,2
10023,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,28458,28459,2
10024,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,28460,28460,1
10025,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,28461,28468,8
10026,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,28469,28471,3
10027,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,28472,28476,5
10028,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,28477,28484,8
10029,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,28485,28487,3
10030,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,28488,28488,1
10031,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,28489,28489,1
10032,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,28490,28490,1
10033,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,28491,28493,3
10034,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM10_3,28494,28494,1
10035,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,28495,28495,1
10036,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,28496,28498,3
10037,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,28499,28501,3
10038,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,28502,28505,4
10039,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,28506,28508,3
10040,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,28509,28510,2
10041,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,28511,28511,1
10042,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,28512,28517,6
10043,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,28518,28518,1
10044,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,28519,28519,1
10045,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,28520,28520,1
10046,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,28521,28523,3
10047,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,28524,28525,2
10048,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,28526,28526,1
10049,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,28527,28528,2
10050,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,28529,28532,4
10051,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,28533,28533,1
10052,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,28534,28540,7
10053,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,28541,28541,1
10054,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,28542,28546,5
10055,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,28547,28547,1
10056,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,28548,28548,1
10057,"TEMP_3, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,28549,28549,1
10058,"TEMP_3, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,28550,28550,1
10059,"TEMP_3, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,28551,28551,1
10060,"TEMP_3, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,28552,28552,1
10061,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,28553,28561,9
10062,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,28562,28565,4
10063,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,28566,28573,8
10064,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,28574,28574,1
10065,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,28575,28576,2
10066,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,28577,28579,3
10067,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,28580,28582,3
10068,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,28583,28583,1
10069,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,28584,28585,2
10070,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,28586,28586,1
10071,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,28587,28588,2
10072,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,28589,28590,2
10073,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,28591,28594,4
10074,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,28595,28598,4
10075,"TEMP_3, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,28599,28599,1
10076,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,28600,28607,8
10077,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,28608,28624,17
10078,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,28625,28625,1
10079,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,28626,28627,2
10080,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_3,28628,28628,1
10081,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,28629,28653,25
10082,"TEMP_2, PRES_0, DEWP_2, RAIN_1, WSPM_1",PM10_3,28654,28654,1
10083,"TEMP_2, PRES_0, DEWP_2, RAIN_1, WSPM_1",PM10_1,28655,28655,1
10084,"TEMP_2, PRES_0, DEWP_1, RAIN_1, WSPM_1",PM10_1,28656,28656,1
10085,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,28657,28658,2
10086,"TEMP_2, PRES_0, DEWP_1, RAIN_1, WSPM_1",PM10_1,28659,28660,2
10087,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,28661,28661,1
10088,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,28662,28663,2
10089,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,28664,28664,1
10090,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,28665,28669,5
10091,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,28670,28670,1
10092,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,28671,28673,3
10093,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,28674,28675,2
10094,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,28676,28682,7
10095,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,28683,28698,16
10096,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,28699,28704,6
10097,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,28705,28715,11
10098,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,28716,28716,1
10099,"TEMP_3, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,28717,28719,3
10100,"TEMP_3, PRES_0, DEWP_0, RAIN_0, WSPM_2",PM10_2,28720,28720,1
10101,"TEMP_3, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,28721,28724,4
10102,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,28725,28725,1
10103,"TEMP_2, PRES_0, DEWP_1, RAIN_1, WSPM_1",PM10_3,28726,28726,1
10104,"TEMP_2, PRES_0, DEWP_2, RAIN_1, WSPM_1",PM10_1,28727,28727,1
10105,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_1,28728,28728,1
10106,"TEMP_2, PRES_0, DEWP_2, RAIN_1, WSPM_1",PM10_1,28729,28729,1
10107,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_1,28730,28730,1
10108,"TEMP_2, PRES_0, DEWP_2, RAIN_1, WSPM_1",PM10_1,28731,28732,2
10109,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_1,28733,28738,6
10110,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,28739,28739,1
10111,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,28740,28742,3
10112,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,28743,28743,1
10113,"TEMP_2, PRES_0, DEWP_1, RAIN_2, WSPM_1",PM10_1,28744,28744,1
10114,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,28745,28745,1
10115,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,28746,28772,27
10116,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,28773,28774,2
10117,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,28775,28775,1
10118,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,28776,28777,2
10119,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,28778,28778,1
10120,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,28779,28783,5
10121,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,28784,28788,5
10122,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,28789,28789,1
10123,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,28790,28790,1
10124,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,28791,28793,3
10125,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,28794,28796,3
10126,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,28797,28797,1
10127,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,28798,28798,1
10128,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,28799,28800,2
10129,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,28801,28801,1
10130,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,28802,28802,1
10131,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,28803,28805,3
10132,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,28806,28808,3
10133,"TEMP_2, PRES_0, DEWP_1, RAIN_1, WSPM_1",PM10_0,28809,28809,1
10134,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,28810,28814,5
10135,"TEMP_2, PRES_0, DEWP_1, RAIN_1, WSPM_1",PM10_0,28815,28816,2
10136,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,28817,28830,14
10137,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,28831,28862,32
10138,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,28863,28864,2
10139,"TEMP_2, PRES_0, DEWP_1, RAIN_1, WSPM_1",PM10_0,28865,28865,1
10140,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,28866,28867,2
10141,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,28868,28870,3
10142,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,28871,28872,2
10143,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_0",PM10_0,28873,28873,1
10144,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,28874,28883,10
10145,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,28884,28884,1
10146,"TEMP_3, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,28885,28885,1
10147,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,28886,28886,1
10148,"TEMP_3, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,28887,28891,5
10149,"TEMP_3, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,28892,28893,2
10150,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,28894,28894,1
10151,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,28895,28898,4
10152,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,28899,28899,1
10153,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,28900,28901,2
10154,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,28902,28905,4
10155,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,28906,28907,2
10156,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,28908,28914,7
10157,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,28915,28915,1
10158,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,28916,28916,1
10159,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,28917,28918,2
10160,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,28919,28922,4
10161,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,28923,28925,3
10162,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,28926,28926,1
10163,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,28927,28927,1
10164,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,28928,28928,1
10165,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,28929,28930,2
10166,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,28931,28931,1
10167,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,28932,28932,1
10168,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,28933,28934,2
10169,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,28935,28938,4
10170,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,28939,28939,1
10171,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,28940,28941,2
10172,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,28942,28942,1
10173,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,28943,28944,2
10174,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,28945,28949,5
10175,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,28950,28950,1
10176,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,28951,28952,2
10177,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,28953,28954,2
10178,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,28955,28955,1
10179,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,28956,28956,1
10180,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,28957,28957,1
10181,"TEMP_3, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,28958,28958,1
10182,"TEMP_3, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,28959,28963,5
10183,"TEMP_3, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,28964,28964,1
10184,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,28965,28965,1
10185,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,28966,28970,5
10186,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,28971,28971,1
10187,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,28972,28972,1
10188,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,28973,28976,4
10189,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,28977,28979,3
10190,"TEMP_3, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,28980,28981,2
10191,"TEMP_3, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_1,28982,28983,2
10192,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,28984,28984,1
10193,"TEMP_3, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_1,28985,28986,2
10194,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,28987,28987,1
10195,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,28988,28988,1
10196,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_1,28989,28991,3
10197,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,28992,28996,5
10198,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,28997,29003,7
10199,"TEMP_3, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,29004,29006,3
10200,"TEMP_3, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,29007,29007,1
10201,"TEMP_3, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,29008,29011,4
10202,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,29012,29012,1
10203,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,29013,29013,1
10204,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,29014,29014,1
10205,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_1,29015,29016,2
10206,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,29017,29017,1
10207,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,29018,29025,8
10208,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_0,29026,29026,1
10209,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_1,29027,29027,1
10210,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,29028,29028,1
10211,"TEMP_3, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,29029,29034,6
10212,"TEMP_3, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_0,29035,29035,1
10213,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_1,29036,29036,1
10214,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,29037,29037,1
10215,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,29038,29039,2
10216,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_1,29040,29041,2
10217,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,29042,29043,2
10218,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,29044,29048,5
10219,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_1,29049,29049,1
10220,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_0,29050,29050,1
10221,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,29051,29051,1
10222,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,29052,29054,3
10223,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,29055,29055,1
10224,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,29056,29057,2
10225,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,29058,29058,1
10226,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,29059,29059,1
10227,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_3,29060,29060,1
10228,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,29061,29061,1
10229,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,29062,29062,1
10230,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,29063,29063,1
10231,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,29064,29064,1
10232,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,29065,29066,2
10233,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,29067,29070,4
10234,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,29071,29074,4
10235,"TEMP_3, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,29075,29079,5
10236,"TEMP_3, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,29080,29080,1
10237,"TEMP_3, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,29081,29083,3
10238,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,29084,29097,14
10239,"TEMP_3, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,29098,29101,4
10240,"TEMP_4, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,29102,29105,4
10241,"TEMP_3, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,29106,29108,3
10242,"TEMP_3, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,29109,29110,2
10243,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,29111,29112,2
10244,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,29113,29113,1
10245,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,29114,29114,1
10246,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_0",PM10_2,29115,29115,1
10247,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,29116,29116,1
10248,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,29117,29121,5
10249,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,29122,29123,2
10250,"TEMP_3, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,29124,29124,1
10251,"TEMP_4, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,29125,29125,1
10252,"TEMP_4, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_0,29126,29126,1
10253,"TEMP_4, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,29127,29127,1
10254,"TEMP_3, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,29128,29128,1
10255,"TEMP_3, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,29129,29131,3
10256,"TEMP_3, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,29132,29132,1
10257,"TEMP_3, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,29133,29133,1
10258,"TEMP_3, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,29134,29135,2
10259,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_1,29136,29136,1
10260,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM10_2,29137,29140,4
10261,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,29141,29141,1
10262,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,29142,29143,2
10263,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,29144,29145,2
10264,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,29146,29149,4
10265,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_3,29150,29150,1
10266,"TEMP_2, PRES_0, DEWP_1, RAIN_1, WSPM_1",PM10_3,29151,29151,1
10267,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM10_2,29152,29152,1
10268,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,29153,29153,1
10269,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_2,29154,29154,1
10270,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,29155,29157,3
10271,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,29158,29158,1
10272,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,29159,29161,3
10273,"TEMP_2, PRES_0, DEWP_2, RAIN_1, WSPM_1",PM10_1,29162,29162,1
10274,"TEMP_2, PRES_0, DEWP_2, RAIN_1, WSPM_1",PM10_2,29163,29164,2
10275,"TEMP_2, PRES_0, DEWP_1, RAIN_1, WSPM_1",PM10_1,29165,29165,1
10276,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_1,29166,29166,1
10277,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM10_0,29167,29171,5
