,cause,effect,start,end,duration
9759,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM2.5_1,31103,31103,1
9760,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM2.5_3,31104,31104,1
9761,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31105,31106,2
9762,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM2.5_2,31107,31107,1
9763,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31108,31108,1
9764,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM2.5_3,31109,31109,1
9765,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31110,31110,1
9766,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31111,31111,1
9767,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM2.5_1,31112,31112,1
9768,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM2.5_0,31113,31113,1
9769,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM2.5_1,31114,31114,1
9770,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM2.5_0,31115,31124,10
9771,"TEMP_2, PRES_1, DEWP_1, RAIN_1, WSPM_1",PM2.5_0,31125,31129,5
9772,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM2.5_0,31130,31152,23
9773,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,31153,31171,19
9774,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_0",PM2.5_2,31172,31172,1
9775,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM2.5_1,31173,31173,1
9776,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,31174,31175,2
9777,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM2.5_0,31176,31176,1
9778,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,31177,31198,22
9779,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,31199,31203,5
9780,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,31204,31204,1
9781,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM2.5_2,31205,31206,2
9782,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM2.5_1,31207,31207,1
9783,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM2.5_2,31208,31208,1
9784,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31209,31213,5
9785,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31214,31220,7
9786,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31221,31222,2
9787,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_0",PM2.5_3,31223,31223,1
9788,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31224,31226,3
9789,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31227,31243,17
9790,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_0",PM2.5_3,31244,31244,1
9791,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31245,31247,3
9792,"TEMP_2, PRES_0, DEWP_1, RAIN_1, WSPM_1",PM2.5_3,31248,31249,2
9793,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31250,31251,2
9794,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_0",PM2.5_3,31252,31252,1
9795,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31253,31274,22
9796,"TEMP_2, PRES_0, DEWP_1, RAIN_1, WSPM_1",PM2.5_1,31275,31275,1
9797,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_1,31276,31276,1
9798,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_0",PM2.5_0,31277,31277,1
9799,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_0,31278,31279,2
9800,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_1,31280,31281,2
9801,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_2,31282,31282,1
9802,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31283,31288,6
9803,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM2.5_3,31289,31296,8
9804,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31297,31298,2
9805,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM2.5_3,31299,31302,4
9806,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31303,31306,4
9807,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM2.5_3,31307,31309,3
9808,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31310,31311,2
9809,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM2.5_3,31312,31314,3
9810,"TEMP_4, PRES_1, DEWP_2, RAIN_4, WSPM_3",PM2.5_3,31315,31319,5
9811,"TEMP_4, PRES_1, DEWP_2, RAIN_4, WSPM_1",PM2.5_3,31320,31320,1
9812,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31321,31322,2
9813,"TEMP_2, PRES_0, DEWP_2, RAIN_1, WSPM_1",PM2.5_2,31323,31323,1
9814,"TEMP_2, PRES_0, DEWP_1, RAIN_1, WSPM_1",PM2.5_0,31324,31326,3
9815,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_1,31327,31327,1
9816,"TEMP_2, PRES_0, DEWP_1, RAIN_1, WSPM_1",PM2.5_1,31328,31328,1
9817,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_1,31329,31329,1
9818,"TEMP_2, PRES_0, DEWP_1, RAIN_1, WSPM_1",PM2.5_1,31330,31330,1
9819,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_1,31331,31331,1
9820,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_2,31332,31334,3
9821,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_1,31335,31335,1
9822,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_2,31336,31336,1
9823,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31337,31338,2
9824,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM2.5_3,31339,31339,1
9825,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_0",PM2.5_3,31340,31341,2
9826,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM2.5_3,31342,31343,2
9827,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31344,31347,4
9828,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31348,31348,1
9829,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,31349,31349,1
9830,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,31350,31352,3
9831,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,31353,31354,2
9832,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_2",PM2.5_3,31355,31356,2
9833,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,31357,31357,1
9834,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_2",PM2.5_0,31358,31358,1
9835,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,31359,31386,28
9836,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_0,31387,31387,1
9837,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,31388,31390,3
9838,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_1,31391,31391,1
9839,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_1,31392,31393,2
9840,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,31394,31394,1
9841,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,31395,31398,4
9842,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,31399,31399,1
9843,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,31400,31401,2
9844,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,31402,31403,2
9845,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,31404,31405,2
9846,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,31406,31406,1
9847,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,31407,31408,2
9848,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31409,31417,9
9849,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM2.5_3,31418,31418,1
9850,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31419,31420,2
9851,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,31421,31423,3
9852,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31424,31425,2
9853,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31426,31447,22
9854,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31448,31448,1
9855,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31449,31451,3
9856,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31452,31452,1
9857,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31453,31457,5
9858,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31458,31469,12
9859,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31470,31475,6
9860,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31476,31476,1
9861,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31477,31477,1
9862,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31478,31503,26
9863,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_2,31504,31504,1
9864,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31505,31505,1
9865,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_0",PM2.5_3,31506,31506,1
9866,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31507,31507,1
9867,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_0",PM2.5_3,31508,31509,2
9868,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31510,31510,1
9869,"TEMP_2, PRES_0, DEWP_2, RAIN_0, WSPM_1",PM2.5_3,31511,31511,1
9870,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31512,31512,1
9871,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,31513,31513,1
9872,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_0,31514,31514,1
9873,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,31515,31516,2
9874,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_0,31517,31517,1
9875,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,31518,31523,6
9876,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_0,31524,31524,1
9877,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,31525,31526,2
9878,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,31527,31527,1
9879,"TEMP_2, PRES_0, DEWP_1, RAIN_1, WSPM_1",PM2.5_3,31528,31529,2
9880,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31530,31536,7
9881,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31537,31537,1
9882,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM2.5_3,31538,31538,1
9883,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31539,31539,1
9884,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31540,31544,5
9885,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31545,31547,3
9886,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM2.5_2,31548,31549,2
9887,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,31550,31550,1
9888,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_2,31551,31552,2
9889,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM2.5_2,31553,31553,1
9890,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31554,31554,1
9891,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_0",PM2.5_3,31555,31555,1
9892,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31556,31560,5
9893,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31561,31561,1
9894,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31562,31568,7
9895,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31569,31570,2
9896,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,31571,31571,1
9897,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,31572,31573,2
9898,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM2.5_1,31574,31576,3
9899,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,31577,31577,1
9900,"TEMP_2, PRES_1, DEWP_1, RAIN_1, WSPM_1",PM2.5_2,31578,31581,4
9901,"TEMP_2, PRES_1, DEWP_1, RAIN_1, WSPM_1",PM2.5_1,31582,31583,2
9902,"TEMP_2, PRES_1, DEWP_0, RAIN_1, WSPM_1",PM2.5_0,31584,31584,1
9903,"TEMP_2, PRES_1, DEWP_0, RAIN_1, WSPM_1",PM2.5_1,31585,31587,3
9904,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,31588,31588,1
9905,"TEMP_2, PRES_1, DEWP_0, RAIN_1, WSPM_1",PM2.5_1,31589,31592,4
9906,"TEMP_2, PRES_1, DEWP_0, RAIN_1, WSPM_1",PM2.5_0,31593,31593,1
9907,"TEMP_2, PRES_1, DEWP_0, RAIN_1, WSPM_1",PM2.5_1,31594,31596,3
9908,"TEMP_2, PRES_0, DEWP_0, RAIN_1, WSPM_1",PM2.5_1,31597,31597,1
9909,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,31598,31598,1
9910,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_1,31599,31602,4
9911,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_2,31603,31603,1
9912,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_0",PM2.5_2,31604,31604,1
9913,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,31605,31605,1
9914,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,31606,31613,8
9915,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,31614,31615,2
9916,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,31616,31626,11
9917,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,31627,31629,3
9918,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_0,31630,31630,1
9919,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,31631,31632,2
9920,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_0,31633,31633,1
9921,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,31634,31635,2
9922,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,31636,31637,2
9923,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,31638,31642,5
9924,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,31643,31643,1
9925,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,31644,31644,1
9926,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,31645,31645,1
9927,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,31646,31650,5
9928,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,31651,31651,1
9929,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,31652,31655,4
9930,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,31656,31656,1
9931,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_2,31657,31657,1
9932,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,31658,31662,5
9933,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,31663,31665,3
9934,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,31666,31666,1
9935,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31667,31668,2
9936,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31669,31674,6
9937,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_0",PM2.5_3,31675,31678,4
9938,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31679,31679,1
9939,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31680,31687,8
9940,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31688,31700,13
9941,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,31701,31701,1
9942,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,31702,31709,8
9943,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,31710,31714,5
9944,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31715,31730,16
9945,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_3,31731,31731,1
9946,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_3,31732,31733,2
9947,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31734,31735,2
9948,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31736,31740,5
9949,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31741,31741,1
9950,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31742,31743,2
9951,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31744,31744,1
9952,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31745,31746,2
9953,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_0",PM2.5_3,31747,31748,2
9954,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31749,31752,4
9955,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31753,31753,1
9956,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31754,31754,1
9957,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31755,31759,5
9958,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31760,31767,8
9959,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31768,31768,1
9960,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_0",PM2.5_3,31769,31770,2
9961,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31771,31774,4
9962,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_0",PM2.5_3,31775,31775,1
9963,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_3,31776,31776,1
9964,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31777,31779,3
9965,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31780,31780,1
9966,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_3,31781,31781,1
9967,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31782,31782,1
9968,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31783,31787,5
9969,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31788,31788,1
9970,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31789,31789,1
9971,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31790,31790,1
9972,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31791,31792,2
9973,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31793,31793,1
9974,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_0",PM2.5_3,31794,31795,2
9975,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31796,31806,11
9976,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_0",PM2.5_3,31807,31807,1
9977,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31808,31810,3
9978,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31811,31811,1
9979,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31812,31812,1
9980,"TEMP_2, PRES_0, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31813,31817,5
9981,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_0",PM2.5_3,31818,31818,1
9982,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31819,31820,2
9983,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31821,31821,1
9984,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_0",PM2.5_3,31822,31822,1
9985,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31823,31823,1
9986,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31824,31827,4
9987,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31828,31828,1
9988,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31829,31829,1
9989,"TEMP_1, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31830,31830,1
9990,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31831,31833,3
9991,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,31834,31834,1
9992,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,31835,31839,5
9993,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,31840,31842,3
9994,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,31843,31844,2
9995,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31845,31848,4
9996,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31849,31850,2
9997,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31851,31851,1
9998,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,31852,31852,1
9999,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,31853,31854,2
10000,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_2,31855,31856,2
10001,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31857,31857,1
10002,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31858,31873,16
10003,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31874,31877,4
10004,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_0",PM2.5_3,31878,31878,1
10005,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31879,31881,3
10006,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31882,31882,1
10007,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31883,31890,8
10008,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_0",PM2.5_3,31891,31891,1
10009,"TEMP_2, PRES_0, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31892,31892,1
10010,"TEMP_2, PRES_1, DEWP_1, RAIN_0, WSPM_1",PM2.5_3,31893,31900,8
10011,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_3,31901,31902,2
10012,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,31903,31904,2
10013,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_0,31905,31907,3
10014,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,31908,31910,3
10015,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_0",PM2.5_1,31911,31911,1
10016,"TEMP_2, PRES_1, DEWP_0, RAIN_0, WSPM_1",PM2.5_1,31912,31913,2
10017,"TEMP_2, PRES_1, DEWP_0, RAIN_1, WSPM_1",PM2.5_1,31914,31914,1
