cause,effect,start,end,duration
f_0,j_1,53864,53869,6
g_0,z_1,53870,53870,1
g_0,j_1,53871,53871,1
g_0,z_1,53872,53902,31
k_0,m_1,53903,53925,23
k_0,w_1,53926,53926,1
k_0,m_1,53927,53929,3
c_0,o_1,53930,53934,5
c_0,a_1,53935,53935,1
c_0,o_1,53936,53940,5
c_0,a_1,53941,53941,1
c_0,o_1,53942,53945,4
c_0,a_1,53946,53946,1
c_0,o_1,53947,53958,12
k_0,f_1,53959,53970,12
k_0,w_1,53971,53971,1
k_0,f_1,53972,53987,16
k_0,w_1,53988,53988,1
k_0,f_1,53989,53996,8
s_0,a_1,53997,54017,21
s_0,z_1,54018,54018,1
s_0,a_1,54019,54024,6
s_0,z_1,54025,54025,1
s_0,a_1,54026,54029,4
s_0,z_1,54030,54030,1
s_0,a_1,54031,54031,1
a_0,g_1,54032,54055,24
a_0,m_1,54056,54056,1
a_0,g_1,54057,54059,3
d_0,n_1,54060,54070,11
d_0,i_1,54071,54071,1
d_0,n_1,54072,54074,3
d_0,i_1,54075,54075,1
d_0,n_1,54076,54076,1
d_0,i_1,54077,54077,1
d_0,n_1,54078,54084,7
s_0,i_1,54085,54086,2
s_0,z_1,54087,54087,1
s_0,i_1,54088,54096,9
s_0,z_1,54097,54097,1
s_0,i_1,54098,54121,24
z_0,e_1,54122,54136,15
z_0,y_1,54137,54137,1
z_0,e_1,54138,54141,4
z_0,y_1,54142,54142,1
z_0,e_1,54143,54152,10
s_0,k_1,54153,54154,2
s_0,z_1,54155,54155,1
s_0,k_1,54156,54158,3
s_0,z_1,54159,54159,1
s_0,k_1,54160,54176,17
m_0,o_1,54177,54192,16
m_0,v_1,54193,54193,1
m_0,o_1,54194,54200,7
r_0,n_1,54201,54214,14
r_0,t_1,54215,54216,2
r_0,n_1,54217,54217,1
r_0,t_1,54218,54218,1
r_0,n_1,54219,54230,12
h_0,s_1,54231,54239,9
h_0,f_1,54240,54240,1
h_0,s_1,54241,54258,18
h_0,f_1,54259,54259,1
h_0,s_1,54260,54262,3
d_0,u_1,54263,54271,9
d_0,i_1,54272,54272,1
d_0,u_1,54273,54282,10
e_0,m_1,54283,54284,2
e_0,q_1,54285,54285,1
e_0,m_1,54286,54298,13
e_0,q_1,54299,54299,1
e_0,m_1,54300,54320,21
z_0,e_1,54321,54328,8
z_0,y_1,54329,54329,1
z_0,e_1,54330,54330,1
z_0,y_1,54331,54331,1
z_0,e_1,54332,54336,5
z_0,y_1,54337,54337,1
z_0,e_1,54338,54344,7
t_0,x_1,54345,54384,40
g_0,b_1,54385,54406,22
g_0,j_1,54407,54407,1
g_0,b_1,54408,54414,7
p_0,b_1,54415,54418,4
p_0,n_1,54419,54419,1
p_0,b_1,54420,54434,15
p_0,n_1,54435,54435,1
p_0,b_1,54436,54444,9
p_0,n_1,54445,54445,1
p_0,b_1,54446,54451,6
o_0,l_1,54452,54452,1
o_0,c_1,54453,54453,1
o_0,l_1,54454,54468,15
o_0,c_1,54469,54469,1
o_0,l_1,54470,54490,21
d_0,w_1,54491,54522,32
d_0,i_1,54523,54523,1
d_0,w_1,54524,54527,4
v_0,k_1,54528,54531,4
v_0,e_1,54532,54532,1
v_0,k_1,54533,54550,18
v_0,e_1,54551,54551,1
v_0,k_1,54552,54559,8
v_0,e_1,54560,54560,1
v_0,k_1,54561,54563,3
x_0,d_1,54564,54572,9
x_0,s_1,54573,54573,1
x_0,d_1,54574,54591,18
x_0,s_1,54592,54592,1
x_0,d_1,54593,54594,2
x_0,s_1,54595,54595,1
x_0,d_1,54596,54598,3
t_0,v_1,54599,54612,14
t_0,x_1,54613,54613,1
t_0,v_1,54614,54624,11
o_0,d_1,54625,54625,1
o_0,c_1,54626,54626,1
o_0,d_1,54627,54648,22
c_0,f_1,54649,54650,2
c_0,a_1,54651,54651,1
c_0,f_1,54652,54662,11
c_0,a_1,54663,54663,1
c_0,f_1,54664,54669,6
m_0,v_1,54670,54670,1
m_0,o_1,54671,54671,1
m_0,v_1,54672,54672,1
m_0,o_1,54673,54682,10
m_0,v_1,54683,54683,1
m_0,o_1,54684,54688,5
m_0,v_1,54689,54689,1
m_0,o_1,54690,54704,15
g_0,k_1,54705,54733,29
g_0,j_1,54734,54734,1
g_0,k_1,54735,54744,10
a_0,p_1,54745,54748,4
a_0,m_1,54749,54749,1
a_0,p_1,54750,54755,6
a_0,m_1,54756,54756,1
a_0,p_1,54757,54757,1
a_0,m_1,54758,54758,1
a_0,p_1,54759,54771,13
l_0,g_1,54772,54788,17
l_0,o_1,54789,54789,1
l_0,g_1,54790,54794,5
u_0,y_1,54795,54798,4
u_0,u_1,54799,54799,1
u_0,y_1,54800,54803,4
u_0,u_1,54804,54804,1
u_0,y_1,54805,54814,10
u_0,u_1,54815,54815,1
u_0,y_1,54816,54823,8
b_0,i_1,54824,54832,9
b_0,r_1,54833,54833,1
b_0,i_1,54834,54838,5
b_0,r_1,54839,54839,1
b_0,i_1,54840,54845,6
i_0,u_1,54846,54858,13
i_0,d_1,54859,54859,1
i_0,u_1,54860,54861,2
i_0,d_1,54862,54862,1
i_0,u_1,54863,54864,2
i_0,d_1,54865,54865,1
i_0,u_1,54866,54880,15
q_0,k_1,54881,54881,1
q_0,l_1,54882,54882,1
q_0,k_1,54883,54917,35
n_0,q_1,54918,54919,2
n_0,p_1,54920,54920,1
n_0,q_1,54921,54930,10
n_0,p_1,54931,54932,2
n_0,q_1,54933,54945,13
n_0,p_1,54946,54946,1
n_0,q_1,54947,54956,10
k_0,m_1,54957,54961,5
k_0,w_1,54962,54962,1
k_0,m_1,54963,54967,5
k_0,w_1,54968,54968,1
k_0,m_1,54969,54975,7
k_0,w_1,54976,54976,1
k_0,m_1,54977,54985,9
x_0,c_1,54986,54993,8
x_0,s_1,54994,54994,1
x_0,c_1,54995,55012,18
l_0,a_1,55013,55020,8
l_0,o_1,55021,55021,1
l_0,a_1,55022,55039,18
l_0,o_1,55040,55041,2
l_0,a_1,55042,55044,3
q_0,k_1,55045,55047,3
q_0,l_1,55048,55048,1
q_0,k_1,55049,55071,23
q_0,l_1,55072,55072,1
q_0,k_1,55073,55082,10
z_0,k_1,55083,55101,19
z_0,y_1,55102,55103,2
z_0,k_1,55104,55105,2
z_0,y_1,55106,55106,1
z_0,k_1,55107,55107,1
z_0,y_1,55108,55108,1
z_0,k_1,55109,55118,10
o_0,g_1,55119,55137,19
o_0,c_1,55138,55138,1
o_0,g_1,55139,55145,7
l_0,b_1,55146,55169,24
l_0,o_1,55170,55170,1
l_0,b_1,55171,55183,13
a_0,u_1,55184,55184,1
a_0,m_1,55185,55186,2
a_0,u_1,55187,55195,9
a_0,m_1,55196,55196,1
a_0,u_1,55197,55218,22
w_0,s_1,55219,55234,16
w_0,b_1,55235,55236,2
w_0,s_1,55237,55252,16
c_0,k_1,55253,55266,14
c_0,a_1,55267,55267,1
c_0,k_1,55268,55278,11
t_0,o_1,55279,55305,27
t_0,x_1,55306,55306,1
t_0,o_1,55307,55307,1
u_0,c_1,55308,55314,7
u_0,u_1,55315,55315,1
u_0,c_1,55316,55316,1
u_0,u_1,55317,55317,1
u_0,c_1,55318,55333,16
o_0,t_1,55334,55338,5
o_0,c_1,55339,55339,1
o_0,t_1,55340,55344,5
o_0,c_1,55345,55345,1
o_0,t_1,55346,55364,19
i_0,r_1,55365,55379,15
i_0,d_1,55380,55380,1
i_0,r_1,55381,55389,9
c_0,v_1,55390,55392,3
c_0,a_1,55393,55393,1
c_0,v_1,55394,55398,5
c_0,a_1,55399,55399,1
c_0,v_1,55400,55412,13
g_0,l_1,55413,55417,5
g_0,j_1,55418,55418,1
g_0,l_1,55419,55435,17
g_0,j_1,55436,55436,1
g_0,l_1,55437,55438,2
g_0,j_1,55439,55439,1
g_0,l_1,55440,55450,11
f_0,q_1,55451,55471,21
f_0,h_1,55472,55472,1
f_0,q_1,55473,55476,4
f_0,h_1,55477,55477,1
f_0,q_1,55478,55478,1
f_0,h_1,55479,55479,1
f_0,q_1,55480,55487,8
f_0,h_1,55488,55488,1
f_0,q_1,55489,55489,1
h_0,y_1,55490,55516,27
h_0,f_1,55517,55517,1
h_0,y_1,55518,55518,1
h_0,f_1,55519,55519,1
h_0,y_1,55520,55520,1
e_0,m_1,55521,55539,19
e_0,q_1,55540,55540,1
e_0,m_1,55541,55551,11
b_0,k_1,55552,55552,1
b_0,r_1,55553,55553,1
b_0,k_1,55554,55563,10
b_0,r_1,55564,55564,1
b_0,k_1,55565,55589,25
y_0,m_1,55590,55595,6
y_0,k_1,55596,55596,1
y_0,m_1,55597,55598,2
y_0,k_1,55599,55599,1
y_0,m_1,55600,55614,15
y_0,k_1,55615,55615,1
y_0,m_1,55616,55618,3
n_0,r_1,55619,55625,7
n_0,p_1,55626,55626,1
n_0,r_1,55627,55636,10
n_0,p_1,55637,55637,1
n_0,r_1,55638,55657,20
a_0,z_1,55658,55662,5
a_0,m_1,55663,55663,1
a_0,z_1,55664,55669,6
a_0,m_1,55670,55670,1
a_0,z_1,55671,55678,8
a_0,m_1,55679,55679,1
a_0,z_1,55680,55684,5
z_0,b_1,55685,55709,25
z_0,y_1,55710,55710,1
z_0,b_1,55711,55722,12
h_0,r_1,55723,55739,17
h_0,f_1,55740,55740,1
h_0,r_1,55741,55753,13
g_0,c_1,55754,55763,10
g_0,j_1,55764,55764,1
g_0,c_1,55765,55777,13
g_0,j_1,55778,55778,1
g_0,c_1,55779,55785,7
g_0,j_1,55786,55786,1
g_0,c_1,55787,55793,7
s_0,x_1,55794,55797,4
s_0,z_1,55798,55798,1
s_0,x_1,55799,55810,12
s_0,z_1,55811,55811,1
s_0,x_1,55812,55824,13
f_0,z_1,55825,55829,5
f_0,h_1,55830,55830,1
f_0,z_1,55831,55844,14
h_0,z_1,55845,55849,5
h_0,f_1,55850,55850,1
h_0,z_1,55851,55857,7
h_0,f_1,55858,55858,1
h_0,z_1,55859,55865,7
m_0,a_1,55866,55881,16
m_0,v_1,55882,55882,1
m_0,a_1,55883,55891,9
m_0,v_1,55892,55892,1
m_0,a_1,55893,55900,8
v_0,t_1,55901,55910,10
v_0,e_1,55911,55911,1
v_0,t_1,55912,55922,11
v_0,e_1,55923,55923,1
v_0,t_1,55924,55928,5
v_0,e_1,55929,55929,1
v_0,t_1,55930,55933,4
a_0,m_1,55934,55934,1
a_0,k_1,55935,55951,17
a_0,m_1,55952,55952,1
a_0,k_1,55953,55955,3
a_0,m_1,55956,55956,1
x_0,y_1,55957,55970,14
x_0,s_1,55971,55971,1
x_0,y_1,55972,55976,5
x_0,s_1,55977,55977,1
x_0,y_1,55978,55981,4
l_0,o_1,55982,56013,32
f_0,c_1,56014,56020,7
f_0,h_1,56021,56022,2
f_0,c_1,56023,56038,16
f_0,h_1,56039,56039,1
f_0,c_1,56040,56043,4
q_0,m_1,56044,56069,26
q_0,l_1,56070,56070,1
q_0,m_1,56071,56078,8
h_0,s_1,56079,56087,9
h_0,f_1,56088,56088,1
h_0,s_1,56089,56103,15
d_0,t_1,56104,56119,16
d_0,i_1,56120,56120,1
d_0,t_1,56121,56140,20
m_0,i_1,56141,56144,4
m_0,v_1,56145,56145,1
m_0,i_1,56146,56174,29
l_0,p_1,56175,56193,19
l_0,o_1,56194,56194,1
l_0,p_1,56195,56196,2
l_0,o_1,56197,56197,1
l_0,p_1,56198,56201,4
j_0,k_1,56202,56210,9
j_0,g_1,56211,56211,1
j_0,k_1,56212,56223,12
j_0,g_1,56224,56224,1
j_0,k_1,56225,56237,13
t_0,x_1,56238,56259,22
m_0,z_1,56260,56264,5
m_0,v_1,56265,56265,1
m_0,z_1,56266,56276,11
m_0,v_1,56277,56278,2
m_0,z_1,56279,56297,19
j_0,t_1,56298,56299,2
j_0,g_1,56300,56300,1
j_0,t_1,56301,56315,15
j_0,g_1,56316,56316,1
j_0,t_1,56317,56324,8
k_0,l_1,56325,56326,2
k_0,w_1,56327,56327,1
k_0,l_1,56328,56328,1
k_0,w_1,56329,56329,1
k_0,l_1,56330,56330,1
k_0,w_1,56331,56331,1
k_0,l_1,56332,56353,22
g_0,n_1,56354,56355,2
g_0,j_1,56356,56356,1
g_0,n_1,56357,56361,5
g_0,j_1,56362,56362,1
g_0,n_1,56363,56367,5
g_0,j_1,56368,56368,1
g_0,n_1,56369,56370,2
g_0,j_1,56371,56371,1
g_0,n_1,56372,56384,13
j_0,b_1,56385,56399,15
j_0,g_1,56400,56400,1
j_0,b_1,56401,56403,3
j_0,g_1,56404,56404,1
j_0,b_1,56405,56410,6
j_0,g_1,56411,56411,1
j_0,b_1,56412,56413,2
r_0,m_1,56414,56420,7
r_0,t_1,56421,56421,1
r_0,m_1,56422,56426,5
r_0,t_1,56427,56427,1
r_0,m_1,56428,56445,18
r_0,t_1,56446,56446,1
r_0,m_1,56447,56451,5
z_0,o_1,56452,56467,16
z_0,y_1,56468,56468,1
z_0,o_1,56469,56479,11
x_0,g_1,56480,56490,11
x_0,s_1,56491,56491,1
x_0,g_1,56492,56501,10
l_0,j_1,56502,56503,2
l_0,o_1,56504,56504,1
l_0,j_1,56505,56519,15
l_0,o_1,56520,56520,1
l_0,j_1,56521,56522,2
r_0,x_1,56523,56530,8
r_0,t_1,56531,56531,1
r_0,x_1,56532,56533,2
r_0,t_1,56534,56534,1
r_0,x_1,56535,56555,21
r_0,t_1,56556,56556,1
r_0,x_1,56557,56558,2
k_0,z_1,56559,56571,13
k_0,w_1,56572,56572,1
k_0,z_1,56573,56582,10
k_0,w_1,56583,56583,1
k_0,z_1,56584,56585,2
k_0,w_1,56586,56587,2
k_0,z_1,56588,56598,11
m_0,i_1,56599,56606,8
m_0,v_1,56607,56607,1
m_0,i_1,56608,56628,21
m_0,v_1,56629,56629,1
m_0,i_1,56630,56632,3
v_0,z_1,56633,56644,12
v_0,e_1,56645,56646,2
v_0,z_1,56647,56654,8
q_0,i_1,56655,56665,11
q_0,l_1,56666,56666,1
q_0,i_1,56667,56667,1
q_0,l_1,56668,56668,1
q_0,i_1,56669,56681,13
g_0,l_1,56682,56697,16
g_0,j_1,56698,56698,1
g_0,l_1,56699,56706,8
g_0,j_1,56707,56707,1
g_0,l_1,56708,56716,9
h_0,f_1,56717,56717,1
h_0,v_1,56718,56752,35
d_0,a_1,56753,56769,17
d_0,i_1,56770,56770,1
d_0,a_1,56771,56774,4
d_0,i_1,56775,56775,1
k_0,t_1,56776,56777,2
k_0,w_1,56778,56778,1
k_0,t_1,56779,56784,6
k_0,w_1,56785,56785,1
k_0,t_1,56786,56794,9
k_0,w_1,56795,56795,1
k_0,t_1,56796,56806,11
k_0,w_1,56807,56807,1
k_0,t_1,56808,56814,7
h_0,y_1,56815,56815,1
h_0,f_1,56816,56816,1
h_0,y_1,56817,56820,4
h_0,f_1,56821,56821,1
h_0,y_1,56822,56834,13
h_0,f_1,56835,56835,1
h_0,y_1,56836,56848,13
c_0,q_1,56849,56854,6
c_0,a_1,56855,56856,2
c_0,q_1,56857,56878,22
n_0,o_1,56879,56881,3
n_0,p_1,56882,56882,1
n_0,o_1,56883,56890,8
n_0,p_1,56891,56891,1
n_0,o_1,56892,56916,25
z_0,l_1,56917,56919,3
z_0,y_1,56920,56920,1
z_0,l_1,56921,56934,14
z_0,y_1,56935,56935,1
z_0,l_1,56936,56955,20
g_0,k_1,56956,56961,6
g_0,j_1,56962,56962,1
g_0,k_1,56963,56964,2
g_0,j_1,56965,56965,1
g_0,k_1,56966,56971,6
g_0,j_1,56972,56972,1
g_0,k_1,56973,56985,13
e_0,a_1,56986,57002,17
e_0,q_1,57003,57003,1
e_0,a_1,57004,57011,8
e_0,q_1,57012,57012,1
e_0,a_1,57013,57015,3
e_0,q_1,57016,57016,1
e_0,a_1,57017,57023,7
l_0,k_1,57024,57033,10
l_0,o_1,57034,57034,1
l_0,k_1,57035,57049,15
p_0,n_1,57050,57072,23
c_0,t_1,57073,57078,6
c_0,a_1,57079,57079,1
c_0,t_1,57080,57100,21
o_0,s_1,57101,57112,12
o_0,c_1,57113,57113,1
o_0,s_1,57114,57123,10
o_0,c_1,57124,57124,1
o_0,s_1,57125,57130,6
t_0,d_1,57131,57145,15
t_0,x_1,57146,57146,1
t_0,d_1,57147,57153,7
u_0,g_1,57154,57158,5
u_0,u_1,57159,57159,1
u_0,g_1,57160,57178,19
u_0,u_1,57179,57180,2
u_0,g_1,57181,57190,10
k_0,f_1,57191,57194,4
k_0,w_1,57195,57195,1
k_0,f_1,57196,57197,2
k_0,w_1,57198,57198,1
k_0,f_1,57199,57201,3
k_0,w_1,57202,57202,1
k_0,f_1,57203,57203,1
k_0,w_1,57204,57204,1
k_0,f_1,57205,57225,21
e_0,q_1,57226,57226,1
e_0,u_1,57227,57237,11
e_0,q_1,57238,57238,1
e_0,u_1,57239,57263,25
s_0,m_1,57264,57269,6
s_0,z_1,57270,57270,1
s_0,m_1,57271,57282,12
s_0,z_1,57283,57283,1
s_0,m_1,57284,57287,4
l_0,t_1,57288,57294,7
l_0,o_1,57295,57295,1
l_0,t_1,57296,57316,21
l_0,o_1,57317,57317,1
l_0,t_1,57318,57322,5
v_0,n_1,57323,57336,14
v_0,e_1,57337,57337,1
v_0,n_1,57338,57342,5
l_0,o_1,57343,57343,1
l_0,j_1,57344,57358,15
l_0,o_1,57359,57359,1
l_0,j_1,57360,57375,16
l_0,o_1,57376,57376,1
l_0,j_1,57377,57382,6
n_0,s_1,57383,57402,20
n_0,p_1,57403,57403,1
n_0,s_1,57404,57421,18
f_0,o_1,57422,57422,1
f_0,h_1,57423,57423,1
f_0,o_1,57424,57436,13
f_0,h_1,57437,57437,1
f_0,o_1,57438,57442,5
f_0,h_1,57443,57443,1
f_0,o_1,57444,57449,6
q_0,d_1,57450,57451,2
q_0,l_1,57452,57452,1
q_0,d_1,57453,57469,17
d_0,b_1,57470,57481,12
d_0,i_1,57482,57482,1
d_0,b_1,57483,57492,10
d_0,i_1,57493,57493,1
d_0,b_1,57494,57498,5
z_0,y_1,57499,57499,1
z_0,t_1,57500,57519,20
z_0,y_1,57520,57520,1
z_0,t_1,57521,57523,3
z_0,y_1,57524,57524,1
z_0,t_1,57525,57526,2
z_0,y_1,57527,57527,1
z_0,t_1,57528,57531,4
e_0,r_1,57532,57537,6
e_0,q_1,57538,57538,1
e_0,r_1,57539,57551,13
e_0,q_1,57552,57552,1
e_0,r_1,57553,57565,13
u_0,w_1,57566,57600,35
u_0,u_1,57601,57601,1
u_0,w_1,57602,57603,2
u_0,u_1,57604,57604,1
j_0,f_1,57605,57620,16
j_0,g_1,57621,57622,2
j_0,f_1,57623,57631,9
v_0,q_1,57632,57646,15
v_0,e_1,57647,57647,1
v_0,q_1,57648,57650,3
v_0,e_1,57651,57651,1
v_0,q_1,57652,57654,3
v_0,e_1,57655,57655,1
v_0,q_1,57656,57656,1
j_0,y_1,57657,57663,7
j_0,g_1,57664,57664,1
j_0,y_1,57665,57684,20
j_0,g_1,57685,57685,1
j_0,y_1,57686,57689,4
m_0,f_1,57690,57704,15
m_0,v_1,57705,57705,1
m_0,f_1,57706,57714,9
w_0,l_1,57715,57719,5
w_0,b_1,57720,57720,1
w_0,l_1,57721,57737,17
w_0,b_1,57738,57738,1
w_0,l_1,57739,57742,4
w_0,b_1,57743,57743,1
o_0,u_1,57744,57750,7
o_0,c_1,57751,57751,1
o_0,u_1,57752,57762,11
o_0,c_1,57763,57764,2
o_0,u_1,57765,57770,6
x_0,s_1,57771,57771,1
x_0,q_1,57772,57781,10
x_0,s_1,57782,57782,1
x_0,q_1,57783,57801,19
u_0,e_1,57802,57825,24
u_0,u_1,57826,57826,1
o_0,g_1,57827,57834,8
o_0,c_1,57835,57835,1
o_0,g_1,57836,57844,9
o_0,c_1,57845,57845,1
o_0,g_1,57846,57855,10
o_0,c_1,57856,57856,1
o_0,g_1,57857,57857,1
m_0,j_1,57858,57862,5
m_0,v_1,57863,57863,1
m_0,j_1,57864,57866,3
m_0,v_1,57867,57867,1
m_0,j_1,57868,57881,14
m_0,v_1,57882,57882,1
m_0,j_1,57883,57883,1
c_0,u_1,57884,57886,3
c_0,a_1,57887,57887,1
c_0,u_1,57888,57906,19
x_0,a_1,57907,57926,20
x_0,s_1,57927,57927,1
x_0,a_1,57928,57934,7
x_0,s_1,57935,57935,1
h_0,r_1,57936,57961,26
h_0,f_1,57962,57962,1
h_0,r_1,57963,57965,3
h_0,f_1,57966,57966,1
h_0,r_1,57967,57969,3
h_0,f_1,57970,57971,2
a_0,q_1,57972,57994,23
a_0,m_1,57995,57995,1
a_0,q_1,57996,57998,3
a_0,m_1,57999,57999,1
a_0,q_1,58000,58004,5
c_0,f_1,58005,58015,11
c_0,a_1,58016,58016,1
c_0,f_1,58017,58021,5
c_0,a_1,58022,58022,1
c_0,f_1,58023,58033,11
c_0,a_1,58034,58034,1
c_0,f_1,58035,58036,2
c_0,a_1,58037,58037,1
t_0,q_1,58038,58040,3
t_0,x_1,58041,58041,1
t_0,q_1,58042,58054,13
t_0,x_1,58055,58055,1
t_0,q_1,58056,58065,10
w_0,z_1,58066,58081,16
w_0,b_1,58082,58082,1
w_0,z_1,58083,58083,1
w_0,b_1,58084,58084,1
w_0,z_1,58085,58097,13
a_0,g_1,58098,58099,2
a_0,m_1,58100,58100,1
a_0,g_1,58101,58104,4
a_0,m_1,58105,58105,1
a_0,g_1,58106,58117,12
d_0,n_1,58118,58118,1
d_0,i_1,58119,58119,1
d_0,n_1,58120,58129,10
d_0,i_1,58130,58130,1
d_0,n_1,58131,58141,11
d_0,i_1,58142,58142,1
d_0,n_1,58143,58151,9
s_0,k_1,58152,58152,1
s_0,z_1,58153,58153,1
s_0,k_1,58154,58166,13
s_0,z_1,58167,58167,1
s_0,k_1,58168,58173,6
s_0,z_1,58174,58174,1
s_0,k_1,58175,58175,1
h_0,y_1,58176,58192,17
h_0,f_1,58193,58193,1
h_0,y_1,58194,58197,4
h_0,f_1,58198,58198,1
h_0,y_1,58199,58203,5
h_0,f_1,58204,58204,1
h_0,y_1,58205,58208,4
r_0,p_1,58209,58212,4
r_0,t_1,58213,58214,2
r_0,p_1,58215,58228,14
j_0,w_1,58229,58260,32
j_0,g_1,58261,58261,1
j_0,w_1,58262,58264,3
p_0,v_1,58265,58265,1
p_0,n_1,58266,58266,1
p_0,v_1,58267,58273,7
p_0,n_1,58274,58274,1
p_0,v_1,58275,58277,3
p_0,n_1,58278,58278,1
p_0,v_1,58279,58279,1
p_0,n_1,58280,58280,1
p_0,v_1,58281,58304,24
r_0,u_1,58305,58311,7
r_0,t_1,58312,58312,1
r_0,u_1,58313,58320,8
r_0,t_1,58321,58321,1
r_0,u_1,58322,58325,4
j_0,c_1,58326,58329,4
j_0,g_1,58330,58330,1
j_0,c_1,58331,58332,2
j_0,g_1,58333,58333,1
j_0,c_1,58334,58334,1
j_0,g_1,58335,58335,1
j_0,c_1,58336,58348,13
c_0,c_1,58349,58364,16
c_0,a_1,58365,58365,1
c_0,c_1,58366,58367,2
c_0,a_1,58368,58368,1
c_0,c_1,58369,58373,5
c_0,a_1,58374,58374,1
s_0,d_1,58375,58378,4
s_0,z_1,58379,58379,1
s_0,d_1,58380,58392,13
s_0,z_1,58393,58393,1
s_0,d_1,58394,58394,1
d_0,t_1,58395,58413,19
d_0,i_1,58414,58414,1
d_0,t_1,58415,58417,3
d_0,i_1,58418,58418,1
d_0,t_1,58419,58429,11
l_0,t_1,58430,58444,15
l_0,o_1,58445,58445,1
l_0,t_1,58446,58453,8
l_0,o_1,58454,58456,3
l_0,t_1,58457,58467,11
o_0,i_1,58468,58499,32
o_0,c_1,58500,58500,1
o_0,i_1,58501,58507,7
n_0,o_1,58508,58518,11
n_0,p_1,58519,58519,1
n_0,o_1,58520,58528,9
n_0,p_1,58529,58529,1
n_0,o_1,58530,58547,18
s_0,e_1,58548,58548,1
s_0,z_1,58549,58549,1
s_0,e_1,58550,58553,4
s_0,z_1,58554,58554,1
s_0,e_1,58555,58569,15
u_0,o_1,58570,58582,13
u_0,u_1,58583,58583,1
u_0,o_1,58584,58601,18
u_0,u_1,58602,58602,1
u_0,o_1,58603,58604,2
w_0,l_1,58605,58620,16
w_0,b_1,58621,58622,2
w_0,l_1,58623,58632,10
q_0,n_1,58633,58661,29
q_0,l_1,58662,58662,1
q_0,n_1,58663,58671,9
h_0,k_1,58672,58682,11
h_0,f_1,58683,58683,1
h_0,k_1,58684,58684,1
h_0,f_1,58685,58685,1
h_0,k_1,58686,58691,6
i_0,d_1,58692,58692,1
i_0,a_1,58693,58695,3
i_0,d_1,58696,58696,1
i_0,a_1,58697,58702,6
i_0,d_1,58703,58703,1
i_0,a_1,58704,58705,2
i_0,d_1,58706,58706,1
i_0,a_1,58707,58729,23
m_0,i_1,58730,58739,10
m_0,v_1,58740,58740,1
m_0,i_1,58741,58745,5
m_0,v_1,58746,58746,1
m_0,i_1,58747,58749,3
f_0,v_1,58750,58766,17
f_0,h_1,58767,58767,1
f_0,v_1,58768,58777,10
l_0,p_1,58778,58779,2
l_0,o_1,58780,58780,1
l_0,p_1,58781,58810,30
v_0,n_1,58811,58835,25
v_0,e_1,58836,58836,1
v_0,n_1,58837,58839,3
g_0,p_1,58840,58842,3
g_0,j_1,58843,58843,1
g_0,p_1,58844,58852,9
g_0,j_1,58853,58853,1
g_0,p_1,58854,58860,7
r_0,c_1,58861,58871,11
r_0,t_1,58872,58872,1
r_0,c_1,58873,58892,20
p_0,c_1,58893,58902,10
p_0,n_1,58903,58903,1
p_0,c_1,58904,58911,8
p_0,n_1,58912,58912,1
p_0,c_1,58913,58915,3
p_0,n_1,58916,58916,1
p_0,c_1,58917,58919,3
w_0,v_1,58920,58922,3
w_0,b_1,58923,58923,1
w_0,v_1,58924,58943,20
w_0,b_1,58944,58944,1
w_0,v_1,58945,58948,4
f_0,h_1,58949,58949,1
f_0,i_1,58950,58954,5
f_0,h_1,58955,58955,1
f_0,i_1,58956,58975,20
f_0,h_1,58976,58977,2
f_0,i_1,58978,58983,6
g_0,b_1,58984,58989,6
g_0,j_1,58990,58990,1
g_0,b_1,58991,58992,2
g_0,j_1,58993,58993,1
g_0,b_1,58994,59013,20
v_0,i_1,59014,59015,2
v_0,e_1,59016,59016,1
v_0,i_1,59017,59052,36
r_0,k_1,59053,59066,14
r_0,t_1,59067,59067,1
r_0,k_1,59068,59070,3
r_0,t_1,59071,59071,1
r_0,k_1,59072,59075,4
e_0,z_1,59076,59080,5
e_0,q_1,59081,59081,1
e_0,z_1,59082,59095,14
v_0,d_1,59096,59120,25
v_0,e_1,59121,59121,1
v_0,d_1,59122,59126,5
e_0,r_1,59127,59127,1
e_0,q_1,59128,59128,1
e_0,r_1,59129,59155,27
t_0,e_1,59156,59164,9
t_0,x_1,59165,59165,1
t_0,e_1,59166,59184,19
i_0,q_1,59185,59192,8
i_0,d_1,59193,59193,1
i_0,q_1,59194,59203,10
i_0,d_1,59204,59204,1
i_0,q_1,59205,59210,6
i_0,d_1,59211,59211,1
i_0,q_1,59212,59213,2
j_0,m_1,59214,59227,14
j_0,g_1,59228,59228,1
j_0,m_1,59229,59242,14
e_0,q_1,59243,59244,2
e_0,v_1,59245,59261,17
e_0,q_1,59262,59262,1
e_0,v_1,59263,59276,14
p_0,w_1,59277,59277,1
p_0,n_1,59278,59278,1
p_0,w_1,59279,59284,6
p_0,n_1,59285,59285,1
p_0,w_1,59286,59300,15
a_0,g_1,59301,59309,9
a_0,m_1,59310,59310,1
a_0,g_1,59311,59313,3
a_0,m_1,59314,59314,1
a_0,g_1,59315,59328,14
o_0,p_1,59329,59339,11
o_0,c_1,59340,59340,1
o_0,p_1,59341,59346,6
o_0,c_1,59347,59347,1
o_0,p_1,59348,59362,15
g_0,d_1,59363,59385,23
g_0,j_1,59386,59387,2
